,problem,structure,n_variables,repetition
1461,commDet,random_topology,76,3.0
1462,commDet,star_topology,76,4.0
1463,commDet,2d_grid_topology,76,4.0
1464,commDet,cycle_topology,76,4.0
1465,commDet,random_topology,76,4.0
1466,maxClique,star_topology,76,0.0
1467,maxClique,2d_grid_topology,76,0.0
1468,maxClique,cycle_topology,76,0.0
1469,maxClique,random_topology,76,0.0
1470,maxClique,star_topology,76,1.0
1471,maxClique,2d_grid_topology,76,1.0
1472,maxClique,cycle_topology,76,1.0
1473,maxClique,random_topology,76,1.0
1474,maxClique,star_topology,76,2.0
1475,maxClique,2d_grid_topology,76,2.0
1476,maxClique,cycle_topology,76,2.0
1477,maxClique,random_topology,76,2.0
1478,maxClique,star_topology,76,3.0
1479,maxClique,2d_grid_topology,76,3.0
1480,maxClique,cycle_topology,76,3.0
1481,maxClique,random_topology,76,3.0
1482,maxClique,star_topology,76,4.0
1483,maxClique,2d_grid_topology,76,4.0
1484,maxClique,cycle_topology,76,4.0
1485,maxClique,random_topology,76,4.0
1486,maxCut,star_topology,76,0.0
1487,maxCut,2d_grid_topology,76,0.0
1488,maxCut,cycle_topology,76,0.0
1489,maxCut,random_topology,76,0.0
1490,maxCut,star_topology,76,1.0
1491,maxCut,2d_grid_topology,76,1.0
1492,maxCut,cycle_topology,76,1.0
1493,maxCut,random_topology,76,1.0
1494,maxCut,star_topology,76,2.0
1495,maxCut,2d_grid_topology,76,2.0
1496,maxCut,cycle_topology,76,2.0
1497,maxCut,random_topology,76,2.0
1498,maxCut,star_topology,76,3.0
1499,maxCut,2d_grid_topology,76,3.0
1500,maxCut,cycle_topology,76,3.0
1501,maxCut,random_topology,76,3.0
1502,maxCut,star_topology,76,4.0
1503,maxCut,2d_grid_topology,76,4.0
1504,maxCut,cycle_topology,76,4.0
1505,maxCut,random_topology,76,4.0
1506,mis,star_topology,76,0.0
1507,mis,2d_grid_topology,76,0.0
1508,mis,cycle_topology,76,0.0
1509,mis,random_topology,76,0.0
1510,mis,star_topology,76,1.0
1511,mis,2d_grid_topology,76,1.0
1512,mis,cycle_topology,76,1.0
1513,mis,random_topology,76,1.0
1514,mis,star_topology,76,2.0
1515,mis,2d_grid_topology,76,2.0
1516,mis,cycle_topology,76,2.0
1517,mis,random_topology,76,2.0
1518,mis,star_topology,76,3.0
1519,mis,2d_grid_topology,76,3.0
1520,mis,cycle_topology,76,3.0
1521,mis,random_topology,76,3.0
1522,mis,star_topology,76,4.0
1523,mis,2d_grid_topology,76,4.0
1524,mis,cycle_topology,76,4.0
1525,mis,random_topology,76,4.0
1526,mvc,star_topology,76,0.0
1527,mvc,2d_grid_topology,76,0.0
1528,mvc,cycle_topology,76,0.0
1529,mvc,random_topology,76,0.0
1530,mvc,star_topology,76,1.0
1531,mvc,2d_grid_topology,76,1.0
1532,mvc,cycle_topology,76,1.0
1533,mvc,random_topology,76,1.0
1534,mvc,star_topology,76,2.0
1535,mvc,2d_grid_topology,76,2.0
1536,mvc,cycle_topology,76,2.0
1537,mvc,random_topology,76,2.0
1538,mvc,star_topology,76,3.0
1539,mvc,2d_grid_topology,76,3.0
1540,mvc,cycle_topology,76,3.0
1541,mvc,random_topology,76,3.0
1542,mvc,star_topology,76,4.0
1543,mvc,2d_grid_topology,76,4.0
1544,mvc,cycle_topology,76,4.0
1545,mvc,random_topology,76,4.0
1546,setPack,steps,76,0.0
1547,setPack,disjoint_rows,76,0.0
1548,setPack,almost_diagonal,76,0.0
1549,setPack,random,76,0.0
1550,setPack,steps,76,1.0
1551,setPack,disjoint_rows,76,1.0
1552,setPack,almost_diagonal,76,1.0
1553,setPack,random,76,1.0
1554,setPack,steps,76,2.0
1555,setPack,disjoint_rows,76,2.0
1556,setPack,almost_diagonal,76,2.0
1557,setPack,random,76,2.0
1558,setPack,steps,76,3.0
1559,setPack,disjoint_rows,76,3.0
1560,setPack,almost_diagonal,76,3.0
1561,setPack,random,76,3.0
1562,setPack,steps,76,4.0
1563,setPack,disjoint_rows,76,4.0
1564,setPack,almost_diagonal,76,4.0
1565,setPack,random,76,4.0
1566,FeatSelect,isolet_n77_k15,77,85.0
1567,FeatSelect,gisette_n77_k16,77,86.0
1568,FeatSelect,Bioresponse_n77_k17,77,87.0
1569,FeatSelect,USPS_n77_k18,77,88.0
1570,FeatSelect,isolet_n77_k19,77,89.0
1571,NumPart,1 to n,77,0.0
1572,NumPart,uniform,77,0.0
1573,NumPart,geometric,77,0.0
1574,NumPart,poisson,77,0.0
1575,NumPart,1 to n,77,1.0
1576,NumPart,uniform,77,1.0
1577,NumPart,geometric,77,1.0
1578,NumPart,poisson,77,1.0
1579,NumPart,1 to n,77,2.0
1580,NumPart,uniform,77,2.0
1581,NumPart,geometric,77,2.0
1582,NumPart,poisson,77,2.0
1583,NumPart,1 to n,77,3.0
1584,NumPart,uniform,77,3.0
1585,NumPart,geometric,77,3.0
1586,NumPart,poisson,77,3.0
1587,NumPart,1 to n,77,4.0
1588,NumPart,uniform,77,4.0
1589,NumPart,geometric,77,4.0
1590,NumPart,poisson,77,4.0
1591,QKnap,diagonal,77,0.0
1592,QKnap,almost_diagonal,77,0.0
1593,QKnap,enlarged_diagonal,77,0.0
1594,QKnap,random,77,0.0
1595,QKnap,diagonal,77,1.0
1596,QKnap,almost_diagonal,77,1.0
1597,QKnap,enlarged_diagonal,77,1.0
1598,QKnap,random,77,1.0
1599,QKnap,diagonal,77,2.0
1600,QKnap,almost_diagonal,77,2.0
1601,QKnap,enlarged_diagonal,77,2.0
1602,QKnap,random,77,2.0
1603,QKnap,diagonal,77,3.0
1604,QKnap,almost_diagonal,77,3.0
1605,QKnap,enlarged_diagonal,77,3.0
1606,QKnap,random,77,3.0
1607,QKnap,diagonal,77,4.0
1608,QKnap,almost_diagonal,77,4.0
1609,QKnap,enlarged_diagonal,77,4.0
1610,QKnap,random,77,4.0
1611,commDet,star_topology,77,0.0
1612,commDet,2d_grid_topology,77,0.0
1613,commDet,cycle_topology,77,0.0
1614,commDet,random_topology,77,0.0
1615,commDet,star_topology,77,1.0
1616,commDet,2d_grid_topology,77,1.0
1617,commDet,cycle_topology,77,1.0
1618,commDet,random_topology,77,1.0
1619,commDet,star_topology,77,2.0
1620,commDet,2d_grid_topology,77,2.0
1621,commDet,cycle_topology,77,2.0
1622,commDet,random_topology,77,2.0
1623,commDet,star_topology,77,3.0
1624,commDet,2d_grid_topology,77,3.0
1625,commDet,cycle_topology,77,3.0
1626,commDet,random_topology,77,3.0
1627,commDet,star_topology,77,4.0
1628,commDet,2d_grid_topology,77,4.0
1629,commDet,cycle_topology,77,4.0
1630,commDet,random_topology,77,4.0
1631,maxClique,star_topology,77,0.0
1632,maxClique,2d_grid_topology,77,0.0
1633,maxClique,cycle_topology,77,0.0
1634,maxClique,random_topology,77,0.0
1635,maxClique,star_topology,77,1.0
1636,maxClique,2d_grid_topology,77,1.0
1637,maxClique,cycle_topology,77,1.0
1638,maxClique,random_topology,77,1.0
1639,maxClique,star_topology,77,2.0
1640,maxClique,2d_grid_topology,77,2.0
1641,maxClique,cycle_topology,77,2.0
1642,maxClique,random_topology,77,2.0
1643,maxClique,star_topology,77,3.0
1644,maxClique,2d_grid_topology,77,3.0
1645,maxClique,cycle_topology,77,3.0
1646,maxClique,random_topology,77,3.0
1647,maxClique,star_topology,77,4.0
1648,maxClique,2d_grid_topology,77,4.0
1649,maxClique,cycle_topology,77,4.0
1650,maxClique,random_topology,77,4.0
1651,maxCut,star_topology,77,0.0
1652,maxCut,2d_grid_topology,77,0.0
1653,maxCut,cycle_topology,77,0.0
1654,maxCut,random_topology,77,0.0
1655,maxCut,star_topology,77,1.0
1656,maxCut,2d_grid_topology,77,1.0
1657,maxCut,cycle_topology,77,1.0
1658,maxCut,random_topology,77,1.0
1659,maxCut,star_topology,77,2.0
1660,maxCut,2d_grid_topology,77,2.0
1661,maxCut,cycle_topology,77,2.0
1662,maxCut,random_topology,77,2.0
1663,maxCut,star_topology,77,3.0
1664,maxCut,2d_grid_topology,77,3.0
1665,maxCut,cycle_topology,77,3.0
1666,maxCut,random_topology,77,3.0
1667,maxCut,star_topology,77,4.0
1668,maxCut,2d_grid_topology,77,4.0
1669,maxCut,cycle_topology,77,4.0
1670,maxCut,random_topology,77,4.0
1671,mis,star_topology,77,0.0
1672,mis,2d_grid_topology,77,0.0
1673,mis,cycle_topology,77,0.0
1674,mis,random_topology,77,0.0
1675,mis,star_topology,77,1.0
1676,mis,2d_grid_topology,77,1.0
1677,mis,cycle_topology,77,1.0
1678,mis,random_topology,77,1.0
1679,mis,star_topology,77,2.0
1680,mis,2d_grid_topology,77,2.0
1681,mis,cycle_topology,77,2.0
1682,mis,random_topology,77,2.0
1683,mis,star_topology,77,3.0
1684,mis,2d_grid_topology,77,3.0
1685,mis,cycle_topology,77,3.0
1686,mis,random_topology,77,3.0
1687,mis,star_topology,77,4.0
1688,mis,2d_grid_topology,77,4.0
1689,mis,cycle_topology,77,4.0
1690,mis,random_topology,77,4.0
1691,mvc,star_topology,77,0.0
1692,mvc,2d_grid_topology,77,0.0
1693,mvc,cycle_topology,77,0.0
1694,mvc,random_topology,77,0.0
1695,mvc,star_topology,77,1.0
1696,mvc,2d_grid_topology,77,1.0
1697,mvc,cycle_topology,77,1.0
1698,mvc,random_topology,77,1.0
1699,mvc,star_topology,77,2.0
1700,mvc,2d_grid_topology,77,2.0
1701,mvc,cycle_topology,77,2.0
1702,mvc,random_topology,77,2.0
1703,mvc,star_topology,77,3.0
1704,mvc,2d_grid_topology,77,3.0
1705,mvc,cycle_topology,77,3.0
1706,mvc,random_topology,77,3.0
1707,mvc,star_topology,77,4.0
1708,mvc,2d_grid_topology,77,4.0
1709,mvc,cycle_topology,77,4.0
1710,mvc,random_topology,77,4.0
1711,setPack,steps,77,0.0
1712,setPack,disjoint_rows,77,0.0
1713,setPack,almost_diagonal,77,0.0
1714,setPack,random,77,0.0
1715,setPack,steps,77,1.0
1716,setPack,disjoint_rows,77,1.0
1717,setPack,almost_diagonal,77,1.0
1718,setPack,random,77,1.0
1719,setPack,steps,77,2.0
1720,setPack,disjoint_rows,77,2.0
1721,setPack,almost_diagonal,77,2.0
1722,setPack,random,77,2.0
1723,setPack,steps,77,3.0
1724,setPack,disjoint_rows,77,3.0
1725,setPack,almost_diagonal,77,3.0
1726,setPack,random,77,3.0
1727,setPack,steps,77,4.0
1728,setPack,disjoint_rows,77,4.0
1729,setPack,almost_diagonal,77,4.0
1730,setPack,random,77,4.0
1731,FeatSelect,gisette_n78_k15,78,90.0
1732,FeatSelect,Bioresponse_n78_k16,78,91.0
1733,FeatSelect,USPS_n78_k17,78,92.0
1734,FeatSelect,isolet_n78_k18,78,93.0
1735,FeatSelect,gisette_n78_k19,78,94.0
1736,NumPart,1 to n,78,0.0
1737,NumPart,uniform,78,0.0
1738,NumPart,geometric,78,0.0
1739,NumPart,poisson,78,0.0
1740,NumPart,1 to n,78,1.0
1741,NumPart,uniform,78,1.0
1742,NumPart,geometric,78,1.0
1743,NumPart,poisson,78,1.0
1744,NumPart,1 to n,78,2.0
1745,NumPart,uniform,78,2.0
1746,NumPart,geometric,78,2.0
1747,NumPart,poisson,78,2.0
1748,NumPart,1 to n,78,3.0
1749,NumPart,uniform,78,3.0
1750,NumPart,geometric,78,3.0
1751,NumPart,poisson,78,3.0
1752,NumPart,1 to n,78,4.0
1753,NumPart,uniform,78,4.0
1754,NumPart,geometric,78,4.0
1755,NumPart,poisson,78,4.0
1756,QKnap,diagonal,78,0.0
1757,QKnap,almost_diagonal,78,0.0
1758,QKnap,enlarged_diagonal,78,0.0
1759,QKnap,random,78,0.0
1760,QKnap,diagonal,78,1.0
1761,QKnap,almost_diagonal,78,1.0
1762,QKnap,enlarged_diagonal,78,1.0
1763,QKnap,random,78,1.0
1764,QKnap,diagonal,78,2.0
1765,QKnap,almost_diagonal,78,2.0
1766,QKnap,enlarged_diagonal,78,2.0
1767,QKnap,random,78,2.0
1768,QKnap,diagonal,78,3.0
1769,QKnap,almost_diagonal,78,3.0
1770,QKnap,enlarged_diagonal,78,3.0
1771,QKnap,random,78,3.0
1772,QKnap,diagonal,78,4.0
1773,QKnap,almost_diagonal,78,4.0
1774,QKnap,enlarged_diagonal,78,4.0
1775,QKnap,random,78,4.0
1776,commDet,star_topology,78,0.0
1777,commDet,2d_grid_topology,78,0.0
1778,commDet,cycle_topology,78,0.0
1779,commDet,random_topology,78,0.0
1780,commDet,star_topology,78,1.0
1781,commDet,2d_grid_topology,78,1.0
1782,commDet,cycle_topology,78,1.0
1783,commDet,random_topology,78,1.0
1784,commDet,star_topology,78,2.0
1785,commDet,2d_grid_topology,78,2.0
1786,commDet,cycle_topology,78,2.0
1787,commDet,random_topology,78,2.0
1788,commDet,star_topology,78,3.0
1789,commDet,2d_grid_topology,78,3.0
1790,commDet,cycle_topology,78,3.0
1791,commDet,random_topology,78,3.0
1792,commDet,star_topology,78,4.0
1793,commDet,2d_grid_topology,78,4.0
1794,commDet,cycle_topology,78,4.0
1795,commDet,random_topology,78,4.0
1796,maxClique,star_topology,78,0.0
1797,maxClique,2d_grid_topology,78,0.0
1798,maxClique,cycle_topology,78,0.0
1799,maxClique,random_topology,78,0.0
1800,maxClique,star_topology,78,1.0
1801,maxClique,2d_grid_topology,78,1.0
1802,maxClique,cycle_topology,78,1.0
1803,maxClique,random_topology,78,1.0
1804,maxClique,star_topology,78,2.0
1805,maxClique,2d_grid_topology,78,2.0
1806,maxClique,cycle_topology,78,2.0
1807,maxClique,random_topology,78,2.0
1808,maxClique,star_topology,78,3.0
1809,maxClique,2d_grid_topology,78,3.0
1810,maxClique,cycle_topology,78,3.0
1811,maxClique,random_topology,78,3.0
1812,maxClique,star_topology,78,4.0
1813,maxClique,2d_grid_topology,78,4.0
1814,maxClique,cycle_topology,78,4.0
1815,maxClique,random_topology,78,4.0
1816,maxCut,star_topology,78,0.0
1817,maxCut,2d_grid_topology,78,0.0
1818,maxCut,cycle_topology,78,0.0
1819,maxCut,random_topology,78,0.0
1820,maxCut,star_topology,78,1.0
1821,maxCut,2d_grid_topology,78,1.0
1822,maxCut,cycle_topology,78,1.0
1823,maxCut,random_topology,78,1.0
1824,maxCut,star_topology,78,2.0
1825,maxCut,2d_grid_topology,78,2.0
1826,maxCut,cycle_topology,78,2.0
1827,maxCut,random_topology,78,2.0
1828,maxCut,star_topology,78,3.0
1829,maxCut,2d_grid_topology,78,3.0
1830,maxCut,cycle_topology,78,3.0
1831,maxCut,random_topology,78,3.0
1832,maxCut,star_topology,78,4.0
1833,maxCut,2d_grid_topology,78,4.0
1834,maxCut,cycle_topology,78,4.0
1835,maxCut,random_topology,78,4.0
1836,mis,star_topology,78,0.0
1837,mis,2d_grid_topology,78,0.0
1838,mis,cycle_topology,78,0.0
1839,mis,random_topology,78,0.0
1840,mis,star_topology,78,1.0
1841,mis,2d_grid_topology,78,1.0
1842,mis,cycle_topology,78,1.0
1843,mis,random_topology,78,1.0
1844,mis,star_topology,78,2.0
1845,mis,2d_grid_topology,78,2.0
1846,mis,cycle_topology,78,2.0
1847,mis,random_topology,78,2.0
1848,mis,star_topology,78,3.0
1849,mis,2d_grid_topology,78,3.0
1850,mis,cycle_topology,78,3.0
1851,mis,random_topology,78,3.0
1852,mis,star_topology,78,4.0
1853,mis,2d_grid_topology,78,4.0
1854,mis,cycle_topology,78,4.0
1855,mis,random_topology,78,4.0
1856,mvc,star_topology,78,0.0
1857,mvc,2d_grid_topology,78,0.0
1858,mvc,cycle_topology,78,0.0
1859,mvc,random_topology,78,0.0
1860,mvc,star_topology,78,1.0
1861,mvc,2d_grid_topology,78,1.0
1862,mvc,cycle_topology,78,1.0
1863,mvc,random_topology,78,1.0
1864,mvc,star_topology,78,2.0
1865,mvc,2d_grid_topology,78,2.0
1866,mvc,cycle_topology,78,2.0
1867,mvc,random_topology,78,2.0
1868,mvc,star_topology,78,3.0
1869,mvc,2d_grid_topology,78,3.0
1870,mvc,cycle_topology,78,3.0
1871,mvc,random_topology,78,3.0
1872,mvc,star_topology,78,4.0
1873,mvc,2d_grid_topology,78,4.0
1874,mvc,cycle_topology,78,4.0
1875,mvc,random_topology,78,4.0
1876,setPack,steps,78,0.0
1877,setPack,disjoint_rows,78,0.0
1878,setPack,almost_diagonal,78,0.0
1879,setPack,random,78,0.0
1880,setPack,steps,78,1.0
1881,setPack,disjoint_rows,78,1.0
1882,setPack,almost_diagonal,78,1.0
1883,setPack,random,78,1.0
1884,setPack,steps,78,2.0
1885,setPack,disjoint_rows,78,2.0
1886,setPack,almost_diagonal,78,2.0
1887,setPack,random,78,2.0
1888,setPack,steps,78,3.0
1889,setPack,disjoint_rows,78,3.0
1890,setPack,almost_diagonal,78,3.0
1891,setPack,random,78,3.0
1892,setPack,steps,78,4.0
1893,setPack,disjoint_rows,78,4.0
1894,setPack,almost_diagonal,78,4.0
1895,setPack,random,78,4.0
1896,FeatSelect,Bioresponse_n79_k15,79,95.0
1897,FeatSelect,USPS_n79_k16,79,96.0
1898,FeatSelect,isolet_n79_k17,79,97.0
1899,FeatSelect,gisette_n79_k18,79,98.0
1900,FeatSelect,Bioresponse_n79_k19,79,99.0
1901,NumPart,1 to n,79,0.0
1902,NumPart,uniform,79,0.0
1903,NumPart,geometric,79,0.0
1904,NumPart,poisson,79,0.0
1905,NumPart,1 to n,79,1.0
1906,NumPart,uniform,79,1.0
1907,NumPart,geometric,79,1.0
1908,NumPart,poisson,79,1.0
1909,NumPart,1 to n,79,2.0
1910,NumPart,uniform,79,2.0
1911,NumPart,geometric,79,2.0
1912,NumPart,poisson,79,2.0
1913,NumPart,1 to n,79,3.0
1914,NumPart,uniform,79,3.0
1915,NumPart,geometric,79,3.0
1916,NumPart,poisson,79,3.0
1917,NumPart,1 to n,79,4.0
1918,NumPart,uniform,79,4.0
1919,NumPart,geometric,79,4.0
1920,NumPart,poisson,79,4.0
1921,QKnap,diagonal,79,0.0
1922,QKnap,almost_diagonal,79,0.0
1923,QKnap,enlarged_diagonal,79,0.0
1924,QKnap,random,79,0.0
1925,QKnap,diagonal,79,1.0
1926,QKnap,almost_diagonal,79,1.0
1927,QKnap,enlarged_diagonal,79,1.0
1928,QKnap,random,79,1.0
1929,QKnap,diagonal,79,2.0
1930,QKnap,almost_diagonal,79,2.0
1931,QKnap,enlarged_diagonal,79,2.0
1932,QKnap,random,79,2.0
1933,QKnap,diagonal,79,3.0
1934,QKnap,almost_diagonal,79,3.0
1935,QKnap,enlarged_diagonal,79,3.0
1936,QKnap,random,79,3.0
1937,QKnap,diagonal,79,4.0
1938,QKnap,almost_diagonal,79,4.0
1939,QKnap,enlarged_diagonal,79,4.0
1940,QKnap,random,79,4.0
1941,commDet,star_topology,79,0.0
1942,commDet,2d_grid_topology,79,0.0
1943,commDet,cycle_topology,79,0.0
1944,commDet,random_topology,79,0.0
1945,commDet,star_topology,79,1.0
1946,commDet,2d_grid_topology,79,1.0
1947,commDet,cycle_topology,79,1.0
1948,commDet,random_topology,79,1.0
1949,commDet,star_topology,79,2.0
1950,commDet,2d_grid_topology,79,2.0
1951,commDet,cycle_topology,79,2.0
1952,commDet,random_topology,79,2.0
1953,commDet,star_topology,79,3.0
1954,commDet,2d_grid_topology,79,3.0
1955,commDet,cycle_topology,79,3.0
1956,commDet,random_topology,79,3.0
1957,commDet,star_topology,79,4.0
1958,commDet,2d_grid_topology,79,4.0
1959,commDet,cycle_topology,79,4.0
1960,commDet,random_topology,79,4.0
1961,maxClique,star_topology,79,0.0
1962,maxClique,2d_grid_topology,79,0.0
1963,maxClique,cycle_topology,79,0.0
1964,maxClique,random_topology,79,0.0
1965,maxClique,star_topology,79,1.0
1966,maxClique,2d_grid_topology,79,1.0
1967,maxClique,cycle_topology,79,1.0
1968,maxClique,random_topology,79,1.0
1969,maxClique,star_topology,79,2.0
1970,maxClique,2d_grid_topology,79,2.0
1971,maxClique,cycle_topology,79,2.0
1972,maxClique,random_topology,79,2.0
1973,maxClique,star_topology,79,3.0
1974,maxClique,2d_grid_topology,79,3.0
1975,maxClique,cycle_topology,79,3.0
1976,maxClique,random_topology,79,3.0
1977,maxClique,star_topology,79,4.0
1978,maxClique,2d_grid_topology,79,4.0
1979,maxClique,cycle_topology,79,4.0
1980,maxClique,random_topology,79,4.0
1981,maxCut,star_topology,79,0.0
1982,maxCut,2d_grid_topology,79,0.0
1983,maxCut,cycle_topology,79,0.0
1984,maxCut,random_topology,79,0.0
1985,maxCut,star_topology,79,1.0
1986,maxCut,2d_grid_topology,79,1.0
1987,maxCut,cycle_topology,79,1.0
1988,maxCut,random_topology,79,1.0
1989,maxCut,star_topology,79,2.0
1990,maxCut,2d_grid_topology,79,2.0
1991,maxCut,cycle_topology,79,2.0
1992,maxCut,random_topology,79,2.0
1993,maxCut,star_topology,79,3.0
1994,maxCut,2d_grid_topology,79,3.0
1995,maxCut,cycle_topology,79,3.0
1996,maxCut,random_topology,79,3.0
1997,maxCut,star_topology,79,4.0
1998,maxCut,2d_grid_topology,79,4.0
1999,maxCut,cycle_topology,79,4.0
2000,maxCut,random_topology,79,4.0
2001,mis,star_topology,79,0.0
2002,mis,2d_grid_topology,79,0.0
2003,mis,cycle_topology,79,0.0
2004,mis,random_topology,79,0.0
2005,mis,star_topology,79,1.0
2006,mis,2d_grid_topology,79,1.0
2007,mis,cycle_topology,79,1.0
2008,mis,random_topology,79,1.0
2009,mis,star_topology,79,2.0
2010,mis,2d_grid_topology,79,2.0
2011,mis,cycle_topology,79,2.0
2012,mis,random_topology,79,2.0
2013,mis,star_topology,79,3.0
2014,mis,2d_grid_topology,79,3.0
2015,mis,cycle_topology,79,3.0
2016,mis,random_topology,79,3.0
2017,mis,star_topology,79,4.0
2018,mis,2d_grid_topology,79,4.0
2019,mis,cycle_topology,79,4.0
2020,mis,random_topology,79,4.0
2021,mvc,star_topology,79,0.0
2022,mvc,2d_grid_topology,79,0.0
2023,mvc,cycle_topology,79,0.0
2024,mvc,random_topology,79,0.0
2025,mvc,star_topology,79,1.0
2026,mvc,2d_grid_topology,79,1.0
2027,mvc,cycle_topology,79,1.0
2028,mvc,random_topology,79,1.0
2029,mvc,star_topology,79,2.0
2030,mvc,2d_grid_topology,79,2.0
2031,mvc,cycle_topology,79,2.0
2032,mvc,random_topology,79,2.0
2033,mvc,star_topology,79,3.0
2034,mvc,2d_grid_topology,79,3.0
2035,mvc,cycle_topology,79,3.0
2036,mvc,random_topology,79,3.0
2037,mvc,star_topology,79,4.0
2038,mvc,2d_grid_topology,79,4.0
2039,mvc,cycle_topology,79,4.0
2040,mvc,random_topology,79,4.0
2041,setPack,steps,79,0.0
2042,setPack,disjoint_rows,79,0.0
2043,setPack,almost_diagonal,79,0.0
2044,setPack,random,79,0.0
2045,setPack,steps,79,1.0
2046,setPack,disjoint_rows,79,1.0
2047,setPack,almost_diagonal,79,1.0
2048,setPack,random,79,1.0
2049,setPack,steps,79,2.0
2050,setPack,disjoint_rows,79,2.0
2051,setPack,almost_diagonal,79,2.0
2052,setPack,random,79,2.0
2053,setPack,steps,79,3.0
2054,setPack,disjoint_rows,79,3.0
2055,setPack,almost_diagonal,79,3.0
2056,setPack,random,79,3.0
2057,setPack,steps,79,4.0
2058,setPack,disjoint_rows,79,4.0
2059,setPack,almost_diagonal,79,4.0
2060,setPack,random,79,4.0
2061,FeatSelect,USPS_n80_k16,80,100.0
2062,FeatSelect,isolet_n80_k17,80,101.0
2063,FeatSelect,gisette_n80_k18,80,102.0
2064,FeatSelect,Bioresponse_n80_k19,80,103.0
2065,FeatSelect,USPS_n80_k20,80,104.0
2066,NumPart,1 to n,80,0.0
2067,NumPart,uniform,80,0.0
2068,NumPart,geometric,80,0.0
2069,NumPart,poisson,80,0.0
2070,NumPart,1 to n,80,1.0
2071,NumPart,uniform,80,1.0
2072,NumPart,geometric,80,1.0
2073,NumPart,poisson,80,1.0
2074,NumPart,1 to n,80,2.0
2075,NumPart,uniform,80,2.0
2076,NumPart,geometric,80,2.0
2077,NumPart,poisson,80,2.0
2078,NumPart,1 to n,80,3.0
2079,NumPart,uniform,80,3.0
2080,NumPart,geometric,80,3.0
2081,NumPart,poisson,80,3.0
2082,NumPart,1 to n,80,4.0
2083,NumPart,uniform,80,4.0
2084,NumPart,geometric,80,4.0
2085,NumPart,poisson,80,4.0
2086,QKnap,diagonal,80,0.0
2087,QKnap,almost_diagonal,80,0.0
2088,QKnap,enlarged_diagonal,80,0.0
2089,QKnap,random,80,0.0
2090,QKnap,diagonal,80,1.0
2091,QKnap,almost_diagonal,80,1.0
2092,QKnap,enlarged_diagonal,80,1.0
2093,QKnap,random,80,1.0
2094,QKnap,diagonal,80,2.0
2095,QKnap,almost_diagonal,80,2.0
2096,QKnap,enlarged_diagonal,80,2.0
2097,QKnap,random,80,2.0
2098,QKnap,diagonal,80,3.0
2099,QKnap,almost_diagonal,80,3.0
2100,QKnap,enlarged_diagonal,80,3.0
2101,QKnap,random,80,3.0
2102,QKnap,diagonal,80,4.0
2103,QKnap,almost_diagonal,80,4.0
2104,QKnap,enlarged_diagonal,80,4.0
2105,QKnap,random,80,4.0
2106,commDet,star_topology,80,0.0
2107,commDet,2d_grid_topology,80,0.0
2108,commDet,cycle_topology,80,0.0
2109,commDet,random_topology,80,0.0
2110,commDet,star_topology,80,1.0
2111,commDet,2d_grid_topology,80,1.0
2112,commDet,cycle_topology,80,1.0
2113,commDet,random_topology,80,1.0
2114,commDet,star_topology,80,2.0
2115,commDet,2d_grid_topology,80,2.0
2116,commDet,cycle_topology,80,2.0
2117,commDet,random_topology,80,2.0
2118,commDet,star_topology,80,3.0
2119,commDet,2d_grid_topology,80,3.0
2120,commDet,cycle_topology,80,3.0
2121,commDet,random_topology,80,3.0
2122,commDet,star_topology,80,4.0
2123,commDet,2d_grid_topology,80,4.0
2124,commDet,cycle_topology,80,4.0
2125,commDet,random_topology,80,4.0
2126,maxClique,star_topology,80,0.0
2127,maxClique,2d_grid_topology,80,0.0
2128,maxClique,cycle_topology,80,0.0
2129,maxClique,random_topology,80,0.0
2130,maxClique,star_topology,80,1.0
2131,maxClique,2d_grid_topology,80,1.0
2132,maxClique,cycle_topology,80,1.0
2133,maxClique,random_topology,80,1.0
2134,maxClique,star_topology,80,2.0
2135,maxClique,2d_grid_topology,80,2.0
2136,maxClique,cycle_topology,80,2.0
2137,maxClique,random_topology,80,2.0
2138,maxClique,star_topology,80,3.0
2139,maxClique,2d_grid_topology,80,3.0
2140,maxClique,cycle_topology,80,3.0
2141,maxClique,random_topology,80,3.0
2142,maxClique,star_topology,80,4.0
2143,maxClique,2d_grid_topology,80,4.0
2144,maxClique,cycle_topology,80,4.0
2145,maxClique,random_topology,80,4.0
2146,maxCut,star_topology,80,0.0
2147,maxCut,2d_grid_topology,80,0.0
2148,maxCut,cycle_topology,80,0.0
2149,maxCut,random_topology,80,0.0
2150,maxCut,star_topology,80,1.0
2151,maxCut,2d_grid_topology,80,1.0
2152,maxCut,cycle_topology,80,1.0
2153,maxCut,random_topology,80,1.0
2154,maxCut,star_topology,80,2.0
2155,maxCut,2d_grid_topology,80,2.0
2156,maxCut,cycle_topology,80,2.0
2157,maxCut,random_topology,80,2.0
2158,maxCut,star_topology,80,3.0
2159,maxCut,2d_grid_topology,80,3.0
2160,maxCut,cycle_topology,80,3.0
2161,maxCut,random_topology,80,3.0
2162,maxCut,star_topology,80,4.0
2163,maxCut,2d_grid_topology,80,4.0
2164,maxCut,cycle_topology,80,4.0
2165,maxCut,random_topology,80,4.0
2166,mis,star_topology,80,0.0
2167,mis,2d_grid_topology,80,0.0
2168,mis,cycle_topology,80,0.0
2169,mis,random_topology,80,0.0
2170,mis,star_topology,80,1.0
2171,mis,2d_grid_topology,80,1.0
